log10Enu,rate
9.25,4.649512802744839e-20
9.285117056856187,5.460263763659429e-20
9.320234113712374,6.417013905054404e-20
9.355351170568563,7.546482048276069e-20
9.39046822742475,8.880293750369911e-20
9.425585284280936,1.0455874637909032e-19
9.460702341137123,1.2317502838125491e-19
9.49581939799331,1.4517547756566411e-19
9.530936454849499,1.7117926827764144e-19
9.566053511705686,2.0191816873483666e-19
9.601170568561873,2.382566241534033e-19
9.63628762541806,2.812152978261355e-19
9.671404682274247,3.319986321287461e-19
9.706521739130435,3.9202707445417296e-19
9.741638795986622,4.629747063845207e-19
9.77675585284281,5.46813118809697e-19
9.811872909698996,6.458624919399212e-19
9.846989966555183,7.62850967884964e-19
9.882107023411372,9.009835451866402e-19
9.917224080267559,1.0640218796800163e-18
9.952341137123746,1.2563765443233123e-18
9.987458193979933,1.4832134817947981e-18
10.02257525083612,1.750576576845503e-18
10.057692307692308,2.065528479144061e-18
10.092809364548495,2.4363120194338682e-18
10.127926421404682,2.8725347791171803e-18
10.16304347826087,3.3853795916691456e-18
10.198160535117056,3.987843968089988e-18
10.233277591973245,4.695011640954418e-18
10.268394648829432,5.524368725032557e-18
10.303511705685619,6.496368234213414e-18
10.338628762541806,7.634999613701093e-18
10.373745819397993,8.968230672884743e-18
10.408862876254181,1.0528653736248391e-17
10.443979933110368,1.2354244547834181e-17
10.479096989966555,1.4489245770392913e-17
10.514214046822742,1.6985195704749775e-17
10.549331103678929,1.990212632122789e-17
10.584448160535118,2.3309958755837902e-17
10.619565217391305,2.7290129183784443e-17
10.654682274247492,3.193748356499299e-17
10.689799331103679,3.7362486306426574e-17
10.724916387959865,4.3693795576073314e-17
10.760033444816054,5.1081271709389107e-17
10.795150501672241,5.969995597290276e-17
10.830267558528428,6.975498615602141e-17
10.865384615384615,8.148630288521526e-17
10.900501672240802,9.517464310284154e-17
10.93561872909699,1.1114869320842197e-16
10.970735785953178,1.297935470390745e-16
11.005852842809364,1.5156071740773282e-16
11.040969899665551,1.7697999952441168e-16
11.076086956521738,2.066735445830547e-16
11.111204013377925,2.413725743619812e-16
11.146321070234114,2.8193725563101157e-16
11.181438127090301,3.293803598904868e-16
11.216555183946488,3.8489546368218048e-16
11.251672240802675,4.498906017309434e-16
11.286789297658864,5.26017872308028e-16
11.32190635451505,6.151819254122718e-16
11.357023411371237,7.195973816457369e-16
11.392140468227424,8.418446879578448e-16
11.427257525083611,9.849274117918882e-16
11.462374581939798,1.1523377092545264e-15
11.497491638795987,1.3481309446930527e-15
11.532608695652174,1.5770105124584015e-15
11.56772575250836,1.84442397991562e-15
11.602842809364548,2.1566717304965746e-15
11.637959866220736,2.5210293325572555e-15
11.673076923076923,2.945884888930848e-15
11.70819397993311,3.440892627337135e-15
11.743311036789297,4.0171439661874626e-15
11.778428093645484,4.68739530994189e-15
11.813545150501671,5.4665830803347366e-15
11.84866220735786,6.3721182542681195e-15
11.883779264214047,7.424181230072944e-15
11.918896321070234,8.646165179129493e-15
11.95401337792642,1.0065192342524952e-14
11.98913043478261,1.1712715039686712e-14
12.024247491638796,1.3625215701467391e-14
12.059364548494983,1.5845022743018153e-14
12.09448160535117,1.8421262048760593e-14
12.129598662207357,2.1410967338437374e-14
12.164715719063544,2.4880376821873424e-14
12.199832775919733,2.890644845319191e-14
12.23494983277592,3.357863190947426e-14
12.270066889632107,3.900079904419229e-14
12.305183946488294,4.529092858270417e-14
12.340301003344482,5.258221647669279e-14
12.37541806020067,6.10265128267538e-14
12.410535117056856,7.079658008669134e-14
12.445652173913043,8.208846243231199e-14
12.48076923076923,9.512400743947454e-14
12.515886287625417,1.1015352211307228e-13
12.551003344481606,1.274585368156225e-13
12.586120401337793,1.47354640609813e-13
12.62123745819398,1.7019433987431026e-13
12.656354515050166,1.963698787414864e-13
12.691471571906355,2.263159449649144e-13
12.726588628762542,2.6051216835666755e-13
12.761705685618729,2.994850402955804e-13
12.796822742474916,3.4379178640477063e-13
12.831939799331103,3.939969940879406e-13
12.86705685618729,4.506798579006644e-13
